id_siniestro,id_poliza,id_asegurado,id_vehiculo,id_conductor,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,descripcion,documentos_completos,id_proveedor,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,etiqueta_fraude_simulada
SIN-000407,POL-00159,ASG-00187,VEH-00031,ASG-00187,Vehículos,Pérdida Total,2023-11-08,2023-11-12,10842.41,10795.52,0.0,Pago Parcial,Norte,"Robo del vehículo reportado días después, sin denuncia policial inmediata.",No,PRV-0020,Intermediario Riobamba #20,14,351,4,1,1
SIN-000408,POL-00033,ASG-00124,VEH-00013,ASG-00124,Generales,Robo,2024-05-12,2024-05-14,14740.28,16054.18,14233.44,Negativa,Centro,Hospitalización por fractura de fémur tras caída en el trabajo.,Sí,PRV-0015,Perito Portoviejo #15,178,187,2,0,0
SIN-000409,POL-00144,ASG-00073,,ASG-00073,Salud,Cirugía,2024-07-01,2024-07-02,7824.78,6384.97,6273.76,Cierre Sin Consecuencia,Costa,"El asegurado fue víctima de asalto, le sustrajeron el vehículo con amenaza.",Sí,PRV-0031,Perito Loja #31,167,198,1,1,0
SIN-000410,POL-00187,ASG-00142,,ASG-00142,Hogar,Desastres Naturales,2023-09-10,2023-09-10,3094.36,2080.61,0.0,Cierre Sin Consecuencia,Sierra,"Daño por granizo severo que afectó capó, techo y panel lateral.",Sí,PRV-0002,Abogado Quito #2,44,321,0,0,0
SIN-000411,POL-00294,ASG-00110,,ASG-00110,Salud,Atención Médica,2024-01-30,2024-02-01,9247.8,10101.71,0.0,Pago Total,Centro,Se reporta robo del vehículo estacionado frente al domicilio del asegurado durante la noche.,Sí,PRV-0013,Intermediario Manta #13,290,75,2,1,0
SIN-000412,POL-00315,ASG-00126,VEH-00064,ASG-00126,Generales,Robo,2025-08-19,2025-08-22,47037.1,33991.52,27767.47,Liquidado,Oriente,Daños en la parte trasera del vehículo por choque en cadena en hora pico.,Sí,PRV-0032,Hospital Ambato #32,275,90,3,0,0
SIN-000413,POL-00190,ASG-00007,VEH-00063,ASG-00007,Vida,Fallecimiento,2023-09-12,2023-09-14,9687.87,6554.64,6372.36,Cierre Sin Consecuencia,Costa,Volcadura en carretera rural por exceso de velocidad según informe de tránsito.,Sí,PRV-0007,Perito Ambato #7,181,184,2,1,0
SIN-000414,POL-00002,ASG-00234,,ASG-00234,Generales,Responsabilidad Civil,2024-09-21,2024-09-22,37613.2,26767.52,22731.05,Cierre Sin Consecuencia,Norte,Se reporta robo del vehículo estacionado frente al domicilio del asegurado durante la noche.,Sí,PRV-0026,Intermediario Manta #26,230,135,1,0,0
SIN-000415,POL-00104,ASG-00038,VEH-00092,ASG-00038,Vehículos,Responsabilidad Civil,2024-04-24,2024-04-25,8768.54,6183.91,0.0,Anticipo,Sur,"Robo del vehículo en estacionamiento del centro comercial, no hay cámaras disponibles.",Sí,PRV-0020,Intermediario Riobamba #20,189,176,1,1,0
SIN-000416,POL-00221,ASG-00226,VEH-00090,ASG-00226,Hogar,Daño por Agua,2023-03-13,2023-03-17,33625.7,30031.11,27101.27,Reserva,Centro,Pérdida total del vehículo por incendio de origen desconocido sin causa aparente.,No,PRV-0006,Taller Riobamba #6,13,352,4,1,1
SIN-000417,POL-00104,ASG-00038,VEH-00092,ASG-00213,Vehículos,Choque,2024-04-08,2024-04-11,21811.54,14363.64,0.0,Liquidado,Centro,"Robo del vehículo en estacionamiento del centro comercial, no hay cámaras disponibles.",Sí,PRV-0015,Perito Portoviejo #15,173,192,3,1,0
SIN-000418,POL-00116,ASG-00051,VEH-00105,ASG-00051,Generales,Daño,2024-02-11,2024-02-15,47762.39,32835.85,0.0,Negativa,Sur,"El paciente acudió a emergencia por dolor abdominal agudo, requirió cirugía.",Sí,PRV-0002,Abogado Quito #2,103,262,4,0,0
SIN-000419,POL-00131,ASG-00059,,ASG-00059,Hogar,Robo,2025-06-27,2025-06-29,23828.31,19314.82,16018.18,Pago Total,Norte,"Robo del vehículo en estacionamiento del centro comercial, no hay cámaras disponibles.",Sí,PRV-0017,Hospital Ibarra #17,206,159,2,0,0
SIN-000420,POL-00243,ASG-00050,VEH-00054,ASG-00050,Hogar,Desastres Naturales,2024-04-16,2024-04-17,10190.26,7763.71,0.0,Pago Total,Norte,"Robo del vehículo en estacionamiento del centro comercial, no hay cámaras disponibles.",Sí,PRV-0015,Perito Portoviejo #15,36,329,1,0,0
SIN-000421,POL-00143,ASG-00221,VEH-00006,ASG-00221,Generales,Robo,2023-11-25,2023-11-25,34766.48,22733.59,19393.98,Liquidado,Centro,Incendio del vehículo de origen eléctrico según informe del perito.,Sí,PRV-0004,Grúa Quito #4,291,74,0,1,0
SIN-000422,POL-00088,ASG-00042,,ASG-00042,Hogar,Robo,2023-08-21,2023-08-25,17752.3,16109.12,15360.49,Negativa,Norte,El vehículo fue impactado por otro automóvil en la intersección de la Av. Principal con calle secundaria.,Sí,PRV-0020,Intermediario Riobamba #20,181,184,4,0,0
SIN-000423,POL-00257,ASG-00210,VEH-00195,ASG-00210,Vehículos,Daño Parcial,2023-10-27,2023-10-30,9984.03,6451.57,0.0,Reserva,Centro,"El paciente acudió a emergencia por dolor abdominal agudo, requirió cirugía.",Sí,PRV-0026,Intermediario Manta #26,186,179,3,4,0
SIN-000424,POL-00144,ASG-00073,,ASG-00073,Salud,Cirugía,2024-05-07,2024-05-09,101189.93,84786.71,0.0,Reserva,Centro,"El vehículo fue robado con las llaves puestas, el asegurado no puede explicar las circunstancias.",No,PRV-0027,Abogado Ambato #27,112,253,2,1,1
SIN-000425,POL-00025,ASG-00162,VEH-00288,ASG-00162,Vehículos,Robo,2023-12-26,2023-12-28,3983.68,3094.68,0.0,Negativa,Norte,"El paciente acudió a emergencia por dolor abdominal agudo, requirió cirugía.",Sí,PRV-0007,Perito Ambato #7,97,268,2,1,0
SIN-000426,POL-00150,ASG-00097,VEH-00015,ASG-00097,Hogar,Daño por Agua,2025-02-16,2025-02-21,38316.98,23661.87,0.0,Pago Parcial,Sierra,Inundación por tubería rota que afectó pisos y paredes del primer nivel.,Sí,PRV-0022,Clínica Cuenca #22,110,255,5,3,0
SIN-000427,POL-00297,ASG-00210,VEH-00195,ASG-00191,Generales,Responsabilidad Civil,2024-09-08,2024-09-13,9905.63,10552.83,10043.27,Anticipo,Centro,Hospitalización por fractura de fémur tras caída en el trabajo.,Sí,PRV-0016,Abogado Guayaquil #16,264,101,5,4,0
SIN-000428,POL-00148,ASG-00232,,ASG-00070,Vida,Incapacidad,2025-03-21,2025-04-14,18915.26,14556.01,13566.95,Cierre Sin Consecuencia,Norte,"Accidente en madrugada sin testigos, múltiples vehículos involucrados, relatos contradictorios.",Sí,PRV-0007,Perito Ambato #7,351,14,24,2,1
SIN-000429,POL-00156,ASG-00144,VEH-00276,ASG-00144,Generales,Robo,2024-06-20,2024-06-21,41409.38,44321.76,40960.45,Pago Total,Costa,"Consulta médica por cuadro respiratorio, derivado a especialista.",Sí,PRV-0010,Grúa Esmeraldas #10,34,331,1,0,0
SIN-000430,POL-00059,ASG-00184,,ASG-00184,Hogar,Daño por Agua,2024-02-10,2024-03-08,15814.39,11827.92,11744.34,Negativa,Norte,"El vehículo fue robado, no hay testigos ni cámaras, la denuncia se hizo varios días después.",Sí,PRV-0015,Perito Portoviejo #15,16,349,27,0,1
SIN-000431,POL-00116,ASG-00051,VEH-00105,ASG-00051,Generales,Responsabilidad Civil,2024-05-13,2024-05-13,59154.19,48371.79,47178.99,Cierre Sin Consecuencia,Centro,"Daño por granizo severo que afectó capó, techo y panel lateral.",Sí,PRV-0023,Hospital Santo Domingo #23,195,170,0,0,0
SIN-000432,POL-00249,ASG-00029,VEH-00352,ASG-00029,Salud,Atención Médica,2023-12-08,2023-12-08,3759.73,4022.76,3230.21,Pago Parcial,Sur,Volcadura en carretera rural por exceso de velocidad según informe de tránsito.,Sí,PRV-0002,Abogado Quito #2,142,223,0,3,0
SIN-000433,POL-00140,ASG-00083,VEH-00091,ASG-00083,Vehículos,Responsabilidad Civil,2023-08-06,2023-08-09,19255.05,20178.19,19492.28,Negativa,Oriente,El vehículo fue impactado por otro automóvil en la intersección de la Av. Principal con calle secundaria.,Sí,PRV-0004,Grúa Quito #4,217,148,3,0,0
SIN-000434,POL-00136,ASG-00027,VEH-00214,ASG-00027,Vida,Incapacidad,2023-11-21,2023-11-24,2193.43,1763.56,1526.6,Liquidado,Centro,"El paciente acudió a emergencia por dolor abdominal agudo, requirió cirugía.",Sí,PRV-0027,Abogado Ambato #27,298,67,3,1,0
SIN-000435,POL-00302,ASG-00196,,ASG-00196,Vehículos,Pérdida Total,2024-08-25,2024-08-27,4189.93,3458.29,2868.59,Cierre Sin Consecuencia,Sur,El asegurado reporta que un vehículo no identificado impactó su auto estacionado.,Sí,PRV-0028,Hospital Machala #28,56,309,2,1,0
SIN-000436,POL-00101,ASG-00234,,ASG-00234,Vida,Fallecimiento,2024-06-30,2024-07-05,2869.7,1962.39,1846.55,Anticipo,Sierra,"Choque frontal sin testigos en zona solitaria durante la noche, el otro vehículo huyó.",Sí,PRV-0008,Grúa Manta #8,96,269,5,0,1
SIN-000437,POL-00287,ASG-00122,,ASG-00122,Hogar,Desastres Naturales,2024-03-21,2024-03-22,2925.95,2385.41,0.0,Pago Parcial,Oriente,Hospitalización por fractura de fémur tras caída en el trabajo.,Sí,PRV-0015,Perito Portoviejo #15,50,315,1,1,0
SIN-000438,POL-00273,ASG-00225,VEH-00076,ASG-00225,Hogar,Desastres Naturales,2024-07-22,2024-08-02,38715.54,29791.59,0.0,Pago Total,Sur,El asegurado reporta daño severo pero las fotos no coinciden con la descripción del impacto.,No,PRV-0008,Grúa Manta #8,276,89,11,0,1
SIN-000439,POL-00259,ASG-00231,VEH-00019,ASG-00231,Salud,Hospitalización,2023-03-09,2023-03-12,3045.35,2434.05,0.0,Anticipo,Costa,"Accidente en vía mojada, el vehículo perdió tracción y colisionó contra la baranda.",Sí,PRV-0024,Intermediario Manta #24,45,320,3,1,0
SIN-000440,POL-00193,ASG-00147,VEH-00157,ASG-00019,Salud,Cirugía,2023-06-25,2023-06-30,41458.01,39935.8,0.0,Pago Parcial,Sur,Robo de electrodomésticos en domicilio durante vacaciones del asegurado.,Sí,PRV-0011,Perito Portoviejo #11,78,287,5,0,0
SIN-000441,POL-00316,ASG-00195,VEH-00017,ASG-00231,Salud,Hospitalización,2025-05-27,2025-05-31,3539.36,2428.09,2263.28,Reserva,Oriente,"Incendio en cocina del domicilio, daños en muebles y estructura.",Sí,PRV-0015,Perito Portoviejo #15,263,102,4,1,0
SIN-000442,POL-00082,ASG-00055,,ASG-00055,Vehículos,Daño Parcial,2024-03-21,2024-03-21,6715.77,6146.25,5461.87,Anticipo,Oriente,Impacto frontal contra poste de alumbrado al intentar esquivar un peatón.,Sí,PRV-0005,Intermediario Cuenca #5,219,146,0,2,0
SIN-000443,POL-00120,ASG-00129,VEH-00085,ASG-00129,Salud,Hospitalización,2023-10-08,2023-10-08,96929.56,74172.81,62201.27,Negativa,Sur,"El vehículo fue sustraído durante la madrugada, el asegurado no recuerda detalles exactos del lugar.",Sí,PRV-0027,Abogado Ambato #27,96,269,0,0,1
SIN-000444,POL-00189,ASG-00021,VEH-00110,ASG-00021,Hogar,Robo,2025-06-08,2025-06-09,34352.31,31978.27,30370.49,Pago Total,Oriente,Impacto frontal contra poste de alumbrado al intentar esquivar un peatón.,Sí,PRV-0024,Intermediario Manta #24,219,146,1,1,0
SIN-000445,POL-00271,ASG-00234,,ASG-00234,Generales,Robo,2024-05-28,2024-05-30,15560.36,12813.05,11060.82,Reserva,Norte,Daños en la parte trasera del vehículo por choque en cadena en hora pico.,Sí,PRV-0005,Intermediario Cuenca #5,176,189,2,0,0
SIN-000446,POL-00195,ASG-00179,VEH-00036,ASG-00179,Hogar,Robo,2025-05-04,2025-05-20,57155.17,34849.92,0.0,Liquidado,Sierra,"Robo del vehículo reportado días después, sin denuncia policial inmediata.",Sí,PRV-0007,Perito Ambato #7,348,17,16,1,1
SIN-000447,POL-00069,ASG-00134,VEH-00032,ASG-00134,Hogar,Incendio,2024-02-10,2024-02-14,2223.69,2199.11,2070.48,Liquidado,Sierra,"Incendio en cocina del domicilio, daños en muebles y estructura.",Sí,PRV-0012,Taller Machala #12,134,231,4,0,0
SIN-000448,POL-00261,ASG-00184,,ASG-00184,Hogar,Desastres Naturales,2024-01-26,2024-02-07,6546.51,4225.24,3796.64,Anticipo,Oriente,"Robo del vehículo reportado días después, sin denuncia policial inmediata.",Sí,PRV-0010,Grúa Esmeraldas #10,281,84,12,0,1
SIN-000449,POL-00147,ASG-00150,,ASG-00150,Vida,Incapacidad,2023-12-22,2023-12-24,3396.23,2193.16,0.0,Reserva,Costa,Volcadura en carretera rural por exceso de velocidad según informe de tránsito.,Sí,PRV-0030,Taller Guayaquil #30,313,52,2,1,0
SIN-000450,POL-00237,ASG-00225,VEH-00076,ASG-00225,Salud,Emergencia,2025-04-11,2025-04-11,19605.43,17859.43,15785.57,Liquidado,Sur,Hospitalización por fractura de fémur tras caída en el trabajo.,Sí,PRV-0030,Taller Guayaquil #30,179,186,0,0,0
SIN-000451,POL-00222,ASG-00209,VEH-00234,ASG-00209,Salud,Cirugía,2023-07-07,2023-07-11,16591.95,14576.85,0.0,Anticipo,Norte,Incendio del vehículo de origen eléctrico según informe del perito.,Sí,PRV-0029,Perito Riobamba #29,32,333,4,3,0
SIN-000452,POL-00139,ASG-00131,VEH-00322,ASG-00131,Generales,Robo,2025-02-07,2025-02-08,7346.83,4603.29,4244.67,Liquidado,Norte,El asegurado reporta que un vehículo no identificado impactó su auto estacionado.,Sí,PRV-0019,Taller Esmeraldas #19,95,270,1,1,0
SIN-000453,POL-00020,ASG-00063,VEH-00113,ASG-00195,Hogar,Incendio,2025-01-10,2025-01-13,13529.47,14629.61,12888.91,Cierre Sin Consecuencia,Oriente,"Consulta médica por cuadro respiratorio, derivado a especialista.",Sí,PRV-0029,Perito Riobamba #29,207,158,3,0,0
SIN-000454,POL-00061,ASG-00112,VEH-00334,ASG-00151,Salud,Hospitalización,2025-01-21,2025-01-28,73024.54,55045.35,0.0,Reserva,Norte,El asegurado reporta daño severo pero las fotos no coinciden con la descripción del impacto.,No,PRV-0007,Perito Ambato #7,102,263,7,1,1
SIN-000455,POL-00045,ASG-00041,,ASG-00041,Vida,Enfermedad Grave,2024-08-24,2024-08-28,34183.3,28156.69,25414.29,Pago Parcial,Centro,Impacto frontal contra poste de alumbrado al intentar esquivar un peatón.,Sí,PRV-0010,Grúa Esmeraldas #10,111,254,4,1,0
SIN-000456,POL-00273,ASG-00225,VEH-00076,ASG-00225,Hogar,Daño por Agua,2024-08-26,2024-08-30,7117.16,7111.97,6335.11,Cierre Sin Consecuencia,Sur,"Choque por alcance en semáforo, el conductor de atrás no frenó a tiempo.",Sí,PRV-0021,Hospital Riobamba #21,311,54,4,0,0
SIN-000457,POL-00290,ASG-00041,,ASG-00041,Hogar,Robo,2025-04-11,2025-04-13,3956.79,3090.49,0.0,Pago Total,Costa,Hospitalización por fractura de fémur tras caída en el trabajo.,Sí,PRV-0012,Taller Machala #12,184,181,2,1,0
SIN-000458,POL-00025,ASG-00162,VEH-00288,ASG-00162,Vehículos,Volcadura,2024-06-27,2024-06-27,1234.01,1230.42,1008.88,Liquidado,Norte,Incendio del vehículo de origen eléctrico según informe del perito.,Sí,PRV-0025,Perito Ibarra #25,281,84,0,1,0
SIN-000459,POL-00110,ASG-00152,,ASG-00152,Vida,Fallecimiento,2023-06-15,2023-06-20,12182.06,12073.79,11876.42,Anticipo,Sur,Robo de electrodomésticos en domicilio durante vacaciones del asegurado.,Sí,PRV-0025,Perito Ibarra #25,157,208,5,2,0
SIN-000460,POL-00181,ASG-00144,VEH-00276,ASG-00185,Vehículos,Choque,2023-08-16,2023-08-21,52638.22,39594.13,33244.43,Pago Parcial,Norte,Colisión lateral en la autopista debido a cambio de carril imprudente del otro conductor.,Sí,PRV-0026,Intermediario Manta #26,75,290,5,0,0
SIN-000461,POL-00069,ASG-00134,VEH-00032,ASG-00134,Hogar,Incendio,2024-03-06,2024-03-11,4364.06,4281.91,3973.62,Pago Total,Sur,Colisión lateral en la autopista debido a cambio de carril imprudente del otro conductor.,Sí,PRV-0028,Hospital Machala #28,159,206,5,0,0
SIN-000462,POL-00297,ASG-00210,VEH-00195,ASG-00020,Generales,Incendio,2024-03-27,2024-03-27,8708.05,8595.8,7099.58,Pago Parcial,Norte,Impacto frontal contra poste de alumbrado al intentar esquivar un peatón.,Sí,PRV-0017,Hospital Ibarra #17,99,266,0,4,0
SIN-000463,POL-00090,ASG-00009,VEH-00259,ASG-00161,Vehículos,Daño Parcial,2024-11-19,2024-11-22,50545.66,30944.68,30621.41,Pago Total,Costa,Incendio del vehículo de origen eléctrico según informe del perito.,Sí,PRV-0024,Intermediario Manta #24,55,310,3,0,0
SIN-000464,POL-00059,ASG-00184,,ASG-00184,Hogar,Daño por Agua,2024-05-03,2024-05-05,8817.72,5739.19,5488.78,Pago Total,Sur,"Choque por alcance en semáforo, el conductor de atrás no frenó a tiempo.",Sí,PRV-0010,Grúa Esmeraldas #10,99,266,2,0,0
SIN-000465,POL-00013,ASG-00161,VEH-00082,ASG-00075,Hogar,Desastres Naturales,2024-07-04,2024-07-07,128417.47,124954.71,123346.36,Negativa,Oriente,"Choque frontal sin testigos en zona solitaria durante la noche, el otro vehículo huyó.",Sí,PRV-0013,Intermediario Manta #13,5,360,3,0,1
SIN-000466,POL-00303,ASG-00059,,ASG-00059,Generales,Incendio,2024-05-15,2024-05-17,94568.53,67619.95,55528.46,Pago Parcial,Costa,Pérdida total del vehículo por incendio de origen desconocido sin causa aparente.,Sí,PRV-0022,Clínica Cuenca #22,18,347,2,0,1
SIN-000467,POL-00049,ASG-00027,VEH-00214,ASG-00027,Salud,Cirugía,2025-01-23,2025-01-24,46642.33,41827.87,34186.74,Pago Total,Sierra,"Robo del vehículo en estacionamiento del centro comercial, no hay cámaras disponibles.",Sí,PRV-0006,Taller Riobamba #6,39,326,1,1,0
SIN-000468,POL-00303,ASG-00059,,ASG-00059,Generales,Incendio,2024-12-22,2024-12-25,44133.62,32103.02,28442.76,Negativa,Oriente,Incendio del vehículo de origen eléctrico según informe del perito.,Sí,PRV-0014,Taller Riobamba #14,239,126,3,0,0
SIN-000469,POL-00097,ASG-00147,VEH-00157,ASG-00147,Vehículos,Pérdida Total,2025-05-06,2025-05-06,15828.36,10717.68,9145.72,Cierre Sin Consecuencia,Norte,Hospitalización por fractura de fémur tras caída en el trabajo.,Sí,PRV-0028,Hospital Machala #28,236,129,0,0,0
SIN-000470,POL-00007,ASG-00011,VEH-00359,ASG-00011,Vida,Enfermedad Grave,2025-07-06,2025-07-10,57656.03,41794.06,39998.96,Reserva,Sur,"Choque por alcance en semáforo, el conductor de atrás no frenó a tiempo.",Sí,PRV-0016,Abogado Guayaquil #16,297,68,4,0,0
SIN-000471,POL-00055,ASG-00022,VEH-00205,ASG-00022,Vida,Enfermedad Grave,2024-05-06,2024-05-06,1253.57,1251.6,1137.69,Cierre Sin Consecuencia,Norte,"Robo del vehículo en estacionamiento del centro comercial, no hay cámaras disponibles.",Sí,PRV-0008,Grúa Manta #8,60,305,0,0,0
SIN-000472,POL-00269,ASG-00034,,ASG-00034,Salud,Cirugía,2024-08-04,2024-08-04,37371.08,30991.46,27302.62,Negativa,Sur,El asegurado reporta que un vehículo no identificado impactó su auto estacionado.,Sí,PRV-0017,Hospital Ibarra #17,249,116,0,2,0
SIN-000473,POL-00308,ASG-00055,,ASG-00055,Vida,Enfermedad Grave,2025-04-05,2025-04-09,56694.99,38633.0,32023.46,Negativa,Sierra,"Accidente en vía mojada, el vehículo perdió tracción y colisionó contra la baranda.",Sí,PRV-0011,Perito Portoviejo #11,332,33,4,2,0
SIN-000474,POL-00213,ASG-00069,VEH-00109,ASG-00069,Hogar,Desastres Naturales,2023-08-04,2023-08-09,22120.39,14267.62,12048.14,Pago Total,Norte,Incendio del vehículo de origen eléctrico según informe del perito.,Sí,PRV-0017,Hospital Ibarra #17,89,276,5,1,0
SIN-000475,POL-00121,ASG-00160,,ASG-00160,Generales,Incendio,2024-08-07,2024-08-07,47339.59,29366.78,25704.82,Reserva,Sur,Pérdida total por volcadura en vía recta sin obstáculos visibles según fotos del lugar.,Sí,PRV-0009,Perito Riobamba #9,312,53,0,0,1
SIN-000476,POL-00002,ASG-00234,,ASG-00234,Generales,Responsabilidad Civil,2024-09-04,2024-09-06,6348.81,4163.84,3431.47,Pago Total,Sur,Incendio del vehículo de origen eléctrico según informe del perito.,Sí,PRV-0030,Taller Guayaquil #30,213,152,2,0,0
SIN-000477,POL-00247,ASG-00142,,ASG-00142,Hogar,Daño por Agua,2025-08-01,2025-08-01,16488.94,11353.55,0.0,Anticipo,Oriente,Colisión lateral en la autopista debido a cambio de carril imprudente del otro conductor.,Sí,PRV-0006,Taller Riobamba #6,275,90,0,0,0
SIN-000478,POL-00231,ASG-00020,,ASG-00020,Vehículos,Choque,2025-08-12,2025-08-16,33851.3,26487.87,0.0,Pago Parcial,Sur,El vehículo fue impactado por otro automóvil en la intersección de la Av. Principal con calle secundaria.,Sí,PRV-0003,Abogado Santo Domingo #3,270,95,4,1,0
SIN-000479,POL-00186,ASG-00098,,ASG-00229,Salud,Hospitalización,2024-12-11,2024-12-16,30860.22,24339.68,21805.23,Liquidado,Costa,Robo de electrodomésticos en domicilio durante vacaciones del asegurado.,Sí,PRV-0012,Taller Machala #12,115,250,5,1,0
SIN-000480,POL-00092,ASG-00087,VEH-00055,ASG-00087,Salud,Hospitalización,2024-11-07,2024-11-12,32808.93,31412.21,28284.84,Pago Total,Norte,"Consulta médica por cuadro respiratorio, derivado a especialista.",Sí,PRV-0006,Taller Riobamba #6,99,266,5,0,0
SIN-000481,POL-00131,ASG-00059,,ASG-00059,Hogar,Daño por Agua,2025-12-01,2025-12-20,58751.12,35423.25,35089.53,Pago Total,Oriente,"El vehículo fue sustraído durante la madrugada, el asegurado no recuerda detalles exactos del lugar.",Sí,PRV-0005,Intermediario Cuenca #5,363,2,19,0,1
SIN-000482,POL-00066,ASG-00229,VEH-00153,ASG-00229,Vida,Enfermedad Grave,2024-01-22,2024-01-23,26220.53,20404.63,16340.52,Cierre Sin Consecuencia,Oriente,Robo de electrodomésticos en domicilio durante vacaciones del asegurado.,Sí,PRV-0018,Clínica Riobamba #18,51,314,1,0,0
SIN-000483,POL-00253,ASG-00132,VEH-00039,ASG-00132,Vida,Enfermedad Grave,2024-08-10,2024-08-10,41906.64,39209.52,0.0,Anticipo,Sur,Colisión lateral en la autopista debido a cambio de carril imprudente del otro conductor.,Sí,PRV-0024,Intermediario Manta #24,323,42,0,1,0
SIN-000484,POL-00304,ASG-00239,VEH-00209,ASG-00239,Hogar,Robo,2025-10-03,2025-10-03,8812.6,8167.37,7924.49,Pago Total,Norte,"Incendio en cocina del domicilio, daños en muebles y estructura.",Sí,PRV-0011,Perito Portoviejo #11,330,35,0,0,0
SIN-000485,POL-00121,ASG-00160,,ASG-00160,Generales,Robo,2024-01-24,2024-01-25,16362.25,16901.08,15026.0,Reserva,Sur,Daños en techo por caída de árbol durante tormenta eléctrica.,Sí,PRV-0024,Intermediario Manta #24,116,249,1,0,0
SIN-000486,POL-00125,ASG-00231,VEH-00019,ASG-00012,Vida,Enfermedad Grave,2023-05-04,2023-05-04,24720.56,16129.62,16115.57,Cierre Sin Consecuencia,Sierra,Volcadura en carretera rural por exceso de velocidad según informe de tránsito.,Sí,PRV-0023,Hospital Santo Domingo #23,75,290,0,1,0
SIN-000487,POL-00279,ASG-00077,VEH-00115,ASG-00002,Hogar,Incendio,2023-12-22,2023-12-22,6990.04,7273.62,0.0,Reserva,Centro,"Choque frontal sin testigos en zona solitaria durante la noche, el otro vehículo huyó.",Sí,PRV-0015,Perito Portoviejo #15,6,359,0,1,1
SIN-000488,POL-00183,ASG-00008,VEH-00044,ASG-00008,Vehículos,Choque,2024-01-17,2024-01-19,10591.19,11087.5,10785.15,Anticipo,Sur,"Consulta médica por cuadro respiratorio, derivado a especialista.",Sí,PRV-0003,Abogado Santo Domingo #3,300,65,2,1,0
SIN-000489,POL-00125,ASG-00231,VEH-00019,ASG-00231,Vida,Fallecimiento,2023-05-26,2023-05-26,16989.59,11085.78,0.0,Cierre Sin Consecuencia,Norte,El vehículo fue impactado por otro automóvil en la intersección de la Av. Principal con calle secundaria.,Sí,PRV-0002,Abogado Quito #2,97,268,0,1,0
SIN-000490,POL-00058,ASG-00235,VEH-00133,ASG-00235,Hogar,Incendio,2025-01-31,2025-02-01,25636.98,22422.5,0.0,Negativa,Centro,El asegurado reporta que un vehículo no identificado impactó su auto estacionado.,Sí,PRV-0023,Hospital Santo Domingo #23,58,307,1,1,0
SIN-000491,POL-00295,ASG-00149,VEH-00186,ASG-00149,Salud,Atención Médica,2025-02-18,2025-02-22,37343.97,33535.31,0.0,Liquidado,Centro,Incendio del vehículo de origen eléctrico según informe del perito.,Sí,PRV-0024,Intermediario Manta #24,172,193,4,1,0
SIN-000492,POL-00082,ASG-00055,,ASG-00055,Vehículos,Responsabilidad Civil,2024-06-18,2024-06-21,14701.12,11813.91,0.0,Liquidado,Sierra,Volcadura en carretera rural por exceso de velocidad según informe de tránsito.,Sí,PRV-0031,Perito Loja #31,308,57,3,2,0
SIN-000493,POL-00213,ASG-00069,VEH-00109,ASG-00083,Hogar,Robo,2023-12-19,2023-12-21,30902.93,22133.67,19847.5,Anticipo,Sur,"Robo del vehículo en estacionamiento del centro comercial, no hay cámaras disponibles.",Sí,PRV-0005,Intermediario Cuenca #5,226,139,2,1,0
SIN-000494,POL-00012,ASG-00013,VEH-00042,ASG-00013,Vehículos,Daño Parcial,2023-11-19,2023-11-21,21237.36,22686.22,21962.38,Negativa,Costa,"Robo del vehículo en estacionamiento del centro comercial, no hay cámaras disponibles.",Sí,PRV-0013,Intermediario Manta #13,284,81,2,1,0
SIN-000495,POL-00267,ASG-00023,VEH-00166,ASG-00023,Salud,Cirugía,2023-08-05,2023-08-08,9487.26,7379.62,6085.39,Pago Total,Norte,"Robo del vehículo en estacionamiento del centro comercial, no hay cámaras disponibles.",Sí,PRV-0024,Intermediario Manta #24,159,206,3,0,0
SIN-000496,POL-00066,ASG-00229,VEH-00153,ASG-00229,Vida,Incapacidad,2024-03-23,2024-03-27,45090.94,33061.9,32632.92,Pago Parcial,Costa,El asegurado reporta que un vehículo no identificado impactó su auto estacionado.,Sí,PRV-0032,Hospital Ambato #32,112,253,4,0,0
SIN-000497,POL-00115,ASG-00060,VEH-00005,ASG-00060,Salud,Cirugía,2023-07-11,2023-07-16,484.72,352.87,344.8,Liquidado,Sur,Colisión lateral en la autopista debido a cambio de carril imprudente del otro conductor.,Sí,PRV-0018,Clínica Riobamba #18,173,192,5,2,0
SIN-000498,POL-00008,ASG-00065,VEH-00217,ASG-00065,Generales,Daño,2023-08-18,2023-08-20,24417.13,18755.68,0.0,Pago Total,Norte,"Daño por granizo severo que afectó capó, techo y panel lateral.",Sí,PRV-0001,Abogado Ibarra #1,81,284,2,0,0
SIN-000499,POL-00312,ASG-00236,VEH-00156,ASG-00236,Vehículos,Pérdida Total por Robo (PTxRB),2024-05-10,2024-05-12,6788.76,4702.3,0.0,Pago Parcial,Centro,Volcadura en carretera rural por exceso de velocidad según informe de tránsito.,Sí,PRV-0018,Clínica Riobamba #18,158,207,2,1,0
